step,layer,head,avg_q_fanin,mask_entropy,conditional_mask_entropy_token,unique_masks,top1_coverage,top4_coverage,fanin_1_ratio,fanin_2_ratio,fanin_3_ratio,fanin_4_ratio,usage_current,usage_previous,usage_earlier,usage_anchor,probability_current,probability_previous,probability_earlier,probability_anchor
100,2,1,1.998046875,1.5915371179580688,0.2636521925451234,6,0.353515625,0.880859375,0.244140625,0.513671875,0.2421875,0.0,0.65234375,0.46484375,0.0,0.880859375,0.22898709774017334,0.24650906026363373,0.0,0.5245038866996765
100,2,2,1.921875,1.3693794012069702,0.1690968690381851,6,0.435546875,0.98046875,0.234375,0.609375,0.15625,0.0,0.78125,0.330078125,0.0,0.810546875,0.35108816623687744,0.13161945343017578,0.0,0.5172923803329468
100,2,3,1.896484375,1.229912281036377,0.18980137357721105,6,0.626953125,0.91796875,0.197265625,0.708984375,0.09375,0.0,0.2578125,0.767578125,0.0,0.87109375,0.1470853090286255,0.2594946324825287,0.0,0.5934200286865234
100,3,0,1.96875,1.8286540508270264,0.3853165488108061,10,0.318359375,0.80859375,0.33984375,0.359375,0.29296875,0.0078125,0.478515625,0.390625,0.2109375,0.888671875,0.17415010929107666,0.032667212188243866,0.12400489300489426,0.669177770614624
100,3,1,2.43359375,1.4443907737731934,0.23992895023548044,8,0.408203125,0.908203125,0.083984375,0.41015625,0.494140625,0.01171875,0.43359375,0.8359375,0.916015625,0.248046875,0.10273503512144089,0.231967031955719,0.5150750875473022,0.15022289752960205
100,3,2,2.853515625,1.7791030406951904,0.2699153886642307,10,0.357421875,0.837890625,0.001953125,0.29296875,0.5546875,0.150390625,0.43359375,0.640625,0.896484375,0.8828125,0.12697835266590118,0.20247489213943481,0.3781658113002777,0.2923809885978699
100,3,3,2.40625,1.4624345302581787,0.19486233947100118,10,0.509765625,0.892578125,0.037109375,0.556640625,0.369140625,0.037109375,0.919921875,0.890625,0.3203125,0.275390625,0.36779412627220154,0.4000326097011566,0.09982657432556152,0.1323467195034027
200,0,0,2.0,-0.0,0.0,1,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.537322998046875,0.0,0.0,0.462677001953125
200,0,1,2.0,-0.0,0.0,1,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.47869426012039185,0.0,0.0,0.5213057994842529
200,0,2,2.0,-0.0,0.0,1,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4884597659111023,0.0,0.0,0.5115402936935425
200,0,3,2.0,-0.0,0.0,1,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4886259436607361,0.0,0.0,0.5113740563392639
200,1,0,1.505859375,0.9845178127288818,0.28349809820065275,3,0.505859375,1.0,0.494140625,0.505859375,0.0,0.0,0.642578125,0.0,0.0,0.86328125,0.3721294403076172,0.0,0.0,0.6278705596923828
200,1,1,1.322265625,0.9719927310943604,0.3009779107524082,3,0.5390625,1.0,0.677734375,0.322265625,0.0,0.0,0.4609375,0.0,0.0,0.861328125,0.2607533931732178,0.0,0.0,0.7392466068267822
200,1,2,1.515625,1.0120888948440552,0.16587627463741228,3,0.515625,1.0,0.484375,0.515625,0.0,0.0,0.6953125,0.0,0.0,0.8203125,0.38412749767303467,0.0,0.0,0.6158725023269653
200,1,3,1.4609375,0.9698153734207153,0.3777751623420045,3,0.4609375,1.0,0.5390625,0.4609375,0.0,0.0,0.576171875,0.0,0.0,0.884765625,0.31027793884277344,0.0,0.0,0.6897220611572266
200,2,0,1.328125,1.4096949100494385,0.3046961177024059,7,0.572265625,0.857421875,0.693359375,0.28515625,0.021484375,0.0,0.26953125,0.291015625,0.0,0.767578125,0.19120997190475464,0.15015548467636108,0.0,0.6586345434188843
200,2,1,1.54296875,1.6127064228057861,0.360168215673184,7,0.404296875,0.857421875,0.501953125,0.453125,0.044921875,0.0,0.37890625,0.482421875,0.0,0.681640625,0.2507340610027313,0.22210590541362762,0.0,0.5271600484848022
200,2,2,1.849609375,1.1665644645690918,0.13455852802144364,5,0.490234375,0.9921875,0.306640625,0.537109375,0.15625,0.0,0.685546875,0.654296875,0.0,0.509765625,0.3907310366630554,0.2252865731716156,0.0,0.3839823603630066
200,2,3,1.572265625,1.6458849906921387,0.4288114787195809,7,0.3359375,0.830078125,0.5,0.427734375,0.072265625,0.0,0.296875,0.482421875,0.0,0.79296875,0.16655541956424713,0.219526007771492,0.0,0.6139185428619385
200,3,0,1.705078125,1.6562299728393555,0.29323354474036023,11,0.435546875,0.8359375,0.537109375,0.234375,0.21484375,0.013671875,0.41796875,0.310546875,0.171875,0.8046875,0.14495782554149628,0.12410378456115723,0.13465359807014465,0.596284806728363
200,3,1,1.427734375,1.3627914190292358,0.2537183379754424,11,0.462890625,0.953125,0.587890625,0.3984375,0.01171875,0.001953125,0.021484375,0.3359375,0.83984375,0.23046875,0.004485094454139471,0.08615167438983917,0.7317672967910767,0.17759588360786438
200,3,2,2.046875,2.056964874267578,0.46132971555925906,12,0.24609375,0.724609375,0.271484375,0.419921875,0.298828125,0.009765625,0.244140625,0.455078125,0.486328125,0.861328125,0.0935254693031311,0.10712814331054688,0.23560921847820282,0.563737154006958
200,3,3,1.923828125,1.611619472503662,0.3339693714515306,13,0.578125,0.779296875,0.1875,0.703125,0.107421875,0.001953125,0.8125,0.779296875,0.125,0.20703125,0.45253410935401917,0.38489818572998047,0.06069047003984451,0.10187728703022003
300,0,0,1.998046875,0.014135444536805153,0.008278544759377837,2,0.998046875,1.0,0.001953125,0.998046875,0.0,0.0,1.0,0.0,0.0,0.998046875,0.5475948452949524,0.0,0.0,0.4524051547050476
300,0,1,2.0,-0.0,0.0,1,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4757859408855438,0.0,0.0,0.5242140889167786
300,0,2,2.0,-0.0,0.0,1,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4868297576904297,0.0,0.0,0.5131703019142151
300,0,3,2.0,-0.0,0.0,1,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4901004433631897,0.0,0.0,0.5098995566368103
300,1,0,1.56640625,0.9823070764541626,0.12632386718178168,3,0.56640625,1.0,0.43359375,0.56640625,0.0,0.0,0.759765625,0.0,0.0,0.806640625,0.484154611825943,0.0,0.0,0.5158454179763794
300,1,1,1.326171875,0.9457915425300598,0.2478017212706618,3,0.5546875,1.0,0.673828125,0.326171875,0.0,0.0,0.4453125,0.0,0.0,0.880859375,0.25373655557632446,0.0,0.0,0.7462634444236755
300,1,2,1.447265625,1.0601959228515625,0.29233175894478336,3,0.447265625,1.0,0.552734375,0.447265625,0.0,0.0,0.669921875,0.0,0.0,0.77734375,0.3995530605316162,0.0,0.0,0.6004469394683838
300,1,3,1.34375,1.0676482915878296,0.18731373432092369,3,0.427734375,1.0,0.65625,0.34375,0.0,0.0,0.572265625,0.0,0.0,0.771484375,0.4067643880844116,0.0,0.0,0.5932356119155884
300,2,0,1.3671875,1.2489657402038574,0.2115692029474303,7,0.603515625,0.921875,0.66015625,0.3125,0.02734375,0.0,0.345703125,0.17578125,0.0,0.845703125,0.22562918066978455,0.07194679975509644,0.0,0.7024240493774414
300,2,1,1.5078125,1.5268025398254395,0.3586193110095337,7,0.443359375,0.876953125,0.529296875,0.43359375,0.037109375,0.0,0.326171875,0.45703125,0.0,0.724609375,0.17933756113052368,0.2250821888446808,0.0,0.5955803394317627
300,2,2,1.615234375,1.6375789642333984,0.3336601504124701,7,0.26171875,0.87890625,0.478515625,0.427734375,0.09375,0.0,0.6171875,0.498046875,0.0,0.5,0.4660123288631439,0.1462746560573578,0.0,0.3877130150794983
300,2,3,1.4921875,1.6302998065948486,0.3128281985409558,7,0.396484375,0.869140625,0.54296875,0.421875,0.03515625,0.0,0.318359375,0.5078125,0.0,0.666015625,0.20312167704105377,0.27164819836616516,0.0,0.5252301692962646
300,3,0,1.70703125,1.5482035875320435,0.2706054849550128,13,0.55859375,0.841796875,0.587890625,0.203125,0.123046875,0.0859375,0.369140625,0.291015625,0.173828125,0.873046875,0.1827312707901001,0.07337132096290588,0.08215873688459396,0.6617386937141418
300,3,1,1.529296875,1.554968237876892,0.2631380425300449,11,0.517578125,0.865234375,0.576171875,0.32421875,0.09375,0.005859375,0.22265625,0.111328125,0.912109375,0.283203125,0.0511985644698143,0.009122107177972794,0.7832713723182678,0.15640798211097717
300,3,2,1.498046875,1.2633333206176758,0.2730332717183046,10,0.66796875,0.892578125,0.66796875,0.1875,0.123046875,0.021484375,0.2109375,0.19140625,0.146484375,0.94921875,0.06063009053468704,0.05580431595444679,0.03771094232797623,0.845854640007019
300,3,3,1.802734375,1.4654325246810913,0.3141034140717238,12,0.55078125,0.865234375,0.279296875,0.638671875,0.08203125,0.0,0.892578125,0.671875,0.15625,0.08203125,0.5212310552597046,0.37609365582466125,0.07267427444458008,0.030000995844602585
